0,6fd154c2e0cb-Hudep2_ATAC,9c6896724a71-Hudep2_D3_merged_CTCF.all,55047d5ca206-Hudep2_BCL11A,502aa7971c4b-Hudep2_D0_GATA1.all,8f98ac7fc54d-HUDEP2_LRF_CHIP,18349b65b5e8-Hudep2_D3_merged_GATA1.all,f8027f92e467-Hudep2_D3_merged_KLF1.all,f797f04f53e6-Hudep2_D3_merged_LDB1.all,730a8742155d-Hudep2_D3_merged_TAL1.all
chr2:58274573-58274574,543.75,14.5,6.5,11.25,26.25,7.0,29.0,13.5,6.75
chr2:58274579-58274580,543.75,14.5,6.5,11.25,26.25,7.0,29.0,13.5,6.75
chr2:58274590-58274591,543.75,14.5,6.5,11.25,26.25,7.0,29.0,13.5,6.75
chr2:58274620-58274621,388.0,14.5,6.75,8.75,25.5,8.75,25.0,10.5,4.0
chr2:58274862-58274863,56.0,11.5,3.75,6.25,19.75,12.25,15.5,7.75,9.25
chr2:58274866-58274867,56.0,11.5,3.75,6.25,19.75,12.25,15.5,7.75,9.25
chr2:58274894-58274895,56.0,11.5,3.75,6.25,19.75,12.25,15.5,7.75,9.25
chr2:58274898-58274899,53.1818,11.3182,3.29545,6.15909,18.9318,12.7955,14.9545,7.75,9.70455
chr2:58274900-58274901,51.7727,11.2273,3.06818,6.11364,18.5227,13.0682,14.6818,7.75,9.93182
chr2:58274909-58274910,48.25,11.0,2.5,6.0,17.5,13.75,14.0,7.75,10.5
chr2:58274960-58274961,36.0,10.75,1.75,6.0,15.0,15.75,12.75,7.5,13.0
chr2:58274961-58274962,36.0,10.75,1.75,6.0,15.0,15.75,12.75,7.5,13.0
chr2:58275332-58275333,122.25,9.75,3.25,18.5,15.0,80.25,22.5,39.25,35.25
chr2:58275363-58275364,145.25,9.5,3.0,18.25,14.75,74.25,20.75,39.25,31.5
chr2:58275365-58275366,145.25,9.5,3.0,18.25,14.75,74.25,20.75,39.25,31.5
chr2:58275366-58275367,145.25,9.5,3.0,18.25,14.75,74.25,20.75,39.25,31.5
chr2:58275367-58275368,145.25,9.5,3.0,18.25,14.75,74.25,20.75,39.25,31.5
chr2:58275374-58275375,145.25,9.5,3.0,18.25,14.75,74.25,20.75,39.25,31.5
chr2:58275393-58275394,145.25,9.5,3.0,18.25,14.75,74.25,20.75,39.25,31.5
chr2:58301054-58301055,324.72700000000003,4.52273,3.75,36.7273,24.9318,7.02273,20.3182,3.77273,4.52273
chr2:58301072-58301073,330.75,4.5,3.75,37.25,25.0,7.25,20.5,3.75,4.5
chr2:58301074-58301075,330.75,4.5,3.75,37.25,25.0,7.25,20.5,3.75,4.5
chr2:58301092-58301093,330.75,4.5,3.75,37.25,25.0,7.25,20.5,3.75,4.5
chr2:58301121-58301122,317.0,4.5,4.0,39.75,24.0,9.75,19.75,4.25,4.25
chr2:58311440-58311441,15.75,3.5,1.25,3.25,11.75,10.0,6.25,2.5,2.0
chr2:58311442-58311443,15.75,3.5,1.25,3.25,11.75,10.0,6.25,2.5,2.0
chr2:58311444-58311445,15.75,3.5,1.25,3.25,11.75,10.0,6.25,2.5,2.0
chr2:58311445-58311446,17.5227,3.5,1.34091,3.3181800000000004,11.7727,10.1364,6.27273,2.54545,1.97727
chr2:58311451-58311452,28.1591,3.5,1.8863599999999998,3.72727,11.9091,10.9545,6.40909,2.81818,1.8409099999999998
chr2:58311462-58311463,35.25,3.5,2.25,4.0,12.0,11.5,6.5,3.0,1.75
chr2:58311465-58311466,35.25,3.5,2.25,4.0,12.0,11.5,6.5,3.0,1.75
chr2:58311506-58311507,45.0,4.5,2.75,5.25,10.5,10.75,7.25,3.75,2.25
chr2:58311533-58311534,45.0,4.5,2.75,5.25,10.5,10.75,7.25,3.75,2.25
chr2:58326235-58326236,74.0,3.75,3.25,33.75,13.75,46.0,16.5,19.0,23.5
chr2:58326243-58326244,74.0,3.75,3.25,33.75,13.75,46.0,16.5,19.0,23.5
chr2:58326246-58326247,81.9545,3.5681800000000004,3.15909,34.8864,13.9773,47.5909,16.8636,20.1364,23.8636
chr2:58326247-58326248,85.9318,3.47727,3.11364,35.4545,14.0909,48.3864,17.0455,20.7045,24.0455
chr2:58326248-58326249,89.9091,3.38636,3.06818,36.0227,14.2045,49.1818,17.2273,21.2727,24.2273
chr2:58326384-58326385,149.25,2.25,3.0,38.75,16.0,54.0,16.5,31.25,22.5
chr2:58326386-58326387,149.25,2.25,3.0,38.75,16.0,54.0,16.5,31.25,22.5
chr2:58326395-58326396,145.93200000000002,2.29545,3.02273,38.1364,16.0227,52.9318,16.2273,31.0227,22.3182
chr2:58349799-58349800,145.364,5.36364,2.68182,44.2273,18.6591,54.8864,28.8864,31.2955,33.1818
chr2:58349909-58349910,231.0,8.5,3.5,48.0,22.75,75.25,41.0,39.5,36.25
chr2:58349911-58349912,231.0,8.5,3.5,48.0,22.75,75.25,41.0,39.5,36.25
chr2:58349913-58349914,231.0,8.5,3.5,48.0,22.75,75.25,41.0,39.5,36.25
chr2:58349917-58349918,231.0,8.5,3.5,48.0,22.75,75.25,41.0,39.5,36.25
chr2:58349918-58349919,231.0,8.5,3.5,48.0,22.75,75.25,41.0,39.5,36.25
chr2:58349923-58349924,231.0,8.5,3.5,48.0,22.75,75.25,41.0,39.5,36.25
chr2:58349930-58349931,231.0,8.5,3.5,48.0,22.75,75.25,41.0,39.5,36.25
chr2:58385024-58385025,32.5,2.75,0.5,10.0,13.25,4.0,8.5,5.5,4.0
chr2:58385025-58385026,32.5,2.75,0.5,10.0,13.25,4.0,8.5,5.5,4.0
chr2:58385032-58385033,32.5,2.75,0.5,10.0,13.25,4.0,8.5,5.5,4.0
chr2:58385056-58385057,65.0,3.5,1.75,13.0,13.5,6.0,10.75,6.25,3.75
chr2:58385078-58385079,65.0,3.5,1.75,13.0,13.5,6.0,10.75,6.25,3.75
chr2:58385079-58385080,65.0,3.5,1.75,13.0,13.5,6.0,10.75,6.25,3.75
chr2:58385174-58385175,106.25,3.5,3.0,17.0,11.0,11.0,9.5,7.5,3.25
chr2:58464935-58464936,60.0,4.0,4.25,13.25,8.5,7.75,9.75,8.25,3.5
chr2:58465090-58465091,428.0,7.5,7.0,19.5,11.75,13.25,5.25,9.5,8.5
chr2:58465148-58465149,429.409,5.61364,6.31818,19.2727,11.9773,10.3182,5.25,9.909089999999999,8.977269999999999
chr2:58465152-58465153,404.31800000000004,4.97727,6.13636,18.5455,11.7045,9.13636,5.25,9.81818,8.70455
chr2:58465177-58465178,385.5,4.5,6.0,18.0,11.5,8.25,5.25,9.75,8.5
chr2:58465178-58465179,385.5,4.5,6.0,18.0,11.5,8.25,5.25,9.75,8.5
chr2:58465181-58465182,385.5,4.5,6.0,18.0,11.5,8.25,5.25,9.75,8.5
chr2:58675323-58675324,113.75,28.75,0.75,5.0,13.0,1.75,11.0,7.75,3.25
chr2:58675376-58675377,138.25,29.25,1.0,4.25,14.25,2.0,10.25,7.0,3.0
chr2:58675377-58675378,138.25,29.25,1.0,4.25,14.25,2.0,10.25,7.0,3.0
chr2:58675381-58675382,138.25,29.25,1.0,4.25,14.25,2.0,10.25,7.0,3.0
chr2:58675384-58675385,138.25,29.25,1.0,4.25,14.25,2.0,10.25,7.0,3.0
chr2:58788606-58788607,95.75,3.25,0.0,11.5,5.75,38.75,5.75,12.0,18.5
chr2:58788616-58788617,95.75,3.25,0.0,11.5,5.75,38.75,5.75,12.0,18.5
chr2:58798544-58798545,228.25,50.75,5.25,6.75,9.25,3.0,6.5,9.0,4.25
chr2:58798545-58798546,229.705,51.4773,5.20455,6.886360000000001,9.409089999999999,2.88636,6.590910000000001,9.13636,4.22727
chr2:58798546-58798547,231.15900000000002,52.2045,5.15909,7.02273,9.56818,2.77273,6.68182,9.272730000000001,4.20455
chr2:58798547-58798548,232.614,52.9318,5.11364,7.159089999999999,9.727269999999999,2.65909,6.77273,9.409089999999999,4.18182
chr2:58798598-58798599,224.25,58.2045,4.47727,8.159089999999999,12.0,1.47727,7.590910000000001,10.8636,3.72727
chr2:58798603-58798604,199.25,57.5227,4.13636,8.04545,13.25,1.13636,7.70455,11.3182,3.38636
chr2:58798604-58798605,194.25,57.3864,4.06818,8.022730000000001,13.5,1.06818,7.72727,11.4091,3.3181800000000004
chr2:58916157-58916158,788.75,11.25,3.5,45.75,22.25,136.0,24.5,69.25,73.25
chr2:58916182-58916183,788.75,11.25,3.5,45.75,22.25,136.0,24.5,69.25,73.25
chr2:58916231-58916232,776.0,12.5,2.75,41.0,22.25,124.5,24.75,62.0,68.25
chr2:58958033-58958034,23.5,2.75,0.75,7.0,8.25,2.75,6.25,4.0,2.5
chr2:58958035-58958036,23.5,2.75,0.75,7.0,8.25,2.75,6.25,4.0,2.5
chr2:58958037-58958038,23.5,2.75,0.75,7.0,8.25,2.75,6.25,4.0,2.5
chr2:58958044-58958045,23.5,2.75,0.75,7.0,8.25,2.75,6.25,4.0,2.5
chr2:58958045-58958046,24.0455,2.70455,0.8636360000000001,7.0,8.20455,2.75,6.20455,4.06818,2.47727
chr2:58958059-58958060,29.5,2.25,2.0,7.0,7.75,2.75,5.75,4.75,2.25
chr2:58958128-58958129,31.0,1.75,3.25,6.5,8.25,2.5,4.75,5.0,2.25
chr2:58958132-58958133,31.0,1.75,3.25,6.5,8.25,2.5,4.75,5.0,2.25
chr2:58958137-58958138,31.0,1.75,3.25,6.5,8.25,2.5,4.75,5.0,2.25
chr2:58958138-58958139,31.0,1.75,3.25,6.5,8.25,2.5,4.75,5.0,2.25
chr2:58958150-58958151,26.2273,1.61364,3.38636,6.09091,8.659089999999999,2.5,4.34091,4.59091,2.25
chr2:58958151-58958152,25.4318,1.59091,3.40909,6.02273,8.727269999999999,2.5,4.27273,4.52273,2.25
chr2:58958152-58958153,24.6364,1.56818,3.4318199999999996,5.95455,8.79545,2.5,4.20455,4.45455,2.25
chr2:58958153-58958154,23.8409,1.54545,3.45455,5.88636,8.86364,2.5,4.13636,4.38636,2.25
chr2:58958748-58958749,268.955,4.0,4.06818,22.6591,11.6136,9.590910000000001,8.88636,5.27273,3.09091
chr2:58958766-58958767,296.0,4.0,3.75,24.25,12.25,9.75,8.25,5.75,3.25
chr2:58958788-58958789,296.0,4.0,3.75,24.25,12.25,9.75,8.25,5.75,3.25
chr2:58985336-58985337,398.5,11.75,22.25,22.25,23.75,64.5,15.75,22.25,28.75
chr2:58989473-58989474,182.75,52.0,2.25,5.5,13.75,2.75,13.0,5.25,6.0
chr2:58989474-58989475,182.75,52.0,2.25,5.5,13.75,2.75,13.0,5.25,6.0
chr2:58989475-58989476,182.75,52.0,2.25,5.5,13.75,2.75,13.0,5.25,6.0
chr2:58989567-58989568,183.25,57.5,4.75,7.0,14.25,4.75,11.25,8.75,5.5
chr2:58989576-58989577,183.25,57.5,4.75,7.0,14.25,4.75,11.25,8.75,5.5
chr2:58989579-58989580,183.25,57.5,4.75,7.0,14.25,4.75,11.25,8.75,5.5
chr2:59119304-59119305,33.1591,3.8181800000000004,3.47727,3.88636,6.97727,3.90909,1.77273,2.86364,3.25
chr2:59119305-59119306,34.0,3.75,3.5,4.0,7.0,4.0,1.75,2.75,3.25
chr2:59119309-59119310,34.0,3.75,3.5,4.0,7.0,4.0,1.75,2.75,3.25
chr2:59119310-59119311,34.0,3.75,3.5,4.0,7.0,4.0,1.75,2.75,3.25
chr2:59119311-59119312,34.0,3.75,3.5,4.0,7.0,4.0,1.75,2.75,3.25
chr2:59128039-59128040,7.25,2.25,1.75,2.75,5.25,2.5,5.5,6.0,0.75
chr2:59128041-59128042,7.25,2.25,1.75,2.75,5.25,2.5,5.5,6.0,0.75
chr2:59128074-59128075,7.75,2.25,2.25,2.0,5.0,2.75,3.75,4.75,0.75
chr2:59128075-59128076,7.75,2.25,2.25,2.0,5.0,2.75,3.75,4.75,0.75
chr2:59252460-59252461,96.5,74.75,1.5,5.0,12.75,2.25,6.25,6.75,3.25
chr2:59252462-59252463,96.5,74.75,1.5,5.0,12.75,2.25,6.25,6.75,3.25
chr2:59261405-59261406,40.75,4.0,3.25,10.25,6.5,31.5,9.75,15.0,13.5
chr2:59261407-59261408,40.75,4.0,3.25,10.25,6.5,31.5,9.75,15.0,13.5
chr2:59261409-59261410,40.75,4.0,3.25,10.25,6.5,31.5,9.75,15.0,13.5
chr2:59262119-59262120,279.5,7.75,33.75,12.75,15.0,23.5,17.5,15.25,10.75
chr2:59262121-59262122,279.5,7.75,33.75,12.75,15.0,23.5,17.5,15.25,10.75
chr2:59262181-59262182,302.75,9.75,33.0,12.25,16.5,23.75,20.5,16.0,10.0
chr2:59262182-59262183,302.75,9.75,33.0,12.25,16.5,23.75,20.5,16.0,10.0
chr2:59262183-59262184,302.75,9.75,33.0,12.25,16.5,23.75,20.5,16.0,10.0
chr2:59262200-59262201,283.795,10.4318,29.7273,11.7045,16.7727,22.5227,21.1818,15.3182,9.590910000000001
chr2:59311575-59311576,308.5,7.75,0.75,52.0,27.25,48.5,38.75,17.0,23.0
chr2:59311583-59311584,308.5,7.75,0.75,52.0,27.25,48.5,38.75,17.0,23.0
chr2:59311584-59311585,308.5,7.75,0.75,52.0,27.25,48.5,38.75,17.0,23.0
chr2:59311639-59311640,483.5,7.5,2.0,59.75,29.5,63.75,45.0,20.25,27.5
chr2:59311654-59311655,633.273,6.590910000000001,4.5,67.25,30.4091,74.2045,49.3182,25.0227,30.6818
chr2:59311655-59311656,648.25,6.5,4.75,68.0,30.5,75.25,49.75,25.5,31.0
chr2:59311661-59311662,648.25,6.5,4.75,68.0,30.5,75.25,49.75,25.5,31.0
chr2:59311684-59311685,648.25,6.5,4.75,68.0,30.5,75.25,49.75,25.5,31.0
chr2:59311685-59311686,648.25,6.5,4.75,68.0,30.5,75.25,49.75,25.5,31.0
chr2:59311691-59311692,648.25,6.5,4.75,68.0,30.5,75.25,49.75,25.5,31.0
chr2:59311693-59311694,648.25,6.5,4.75,68.0,30.5,75.25,49.75,25.5,31.0
chr2:59311695-59311696,652.25,6.36364,4.90909,68.2727,30.4318,75.6818,49.9318,26.0227,31.0
chr2:59324276-59324277,24.75,4.5,0.25,4.25,10.75,9.75,5.0,5.5,7.0
chr2:59324277-59324278,24.75,4.5,0.25,4.25,10.75,9.75,5.0,5.5,7.0
chr2:59324279-59324280,24.75,4.5,0.25,4.25,10.75,9.75,5.0,5.5,7.0
chr2:59324280-59324281,24.75,4.5,0.25,4.25,10.75,9.75,5.0,5.5,7.0
chr2:59324281-59324282,24.75,4.5,0.25,4.25,10.75,9.75,5.0,5.5,7.0
chr2:59324283-59324284,24.75,4.5,0.25,4.25,10.75,9.75,5.0,5.5,7.0
chr2:59324307-59324308,25.0,3.5,0.75,4.75,9.5,9.25,7.0,6.25,7.5
chr2:59324308-59324309,25.0,3.5,0.75,4.75,9.5,9.25,7.0,6.25,7.5
chr2:59404045-59404046,90.7955,41.6136,3.22727,0.568182,11.1136,3.04545,3.22727,7.52273,3.8181800000000004
chr2:59404052-59404053,112.11399999999999,44.1591,3.06818,1.04545,10.1591,3.36364,3.06818,7.68182,4.29545
chr2:59404092-59404093,121.25,45.25,3.0,1.25,9.75,3.5,3.0,7.75,4.5
chr2:59404094-59404095,121.25,45.25,3.0,1.25,9.75,3.5,3.0,7.75,4.5
chr2:59404101-59404102,122.682,43.8182,3.0,1.72727,9.11364,3.65909,2.84091,7.27273,4.97727
chr2:59404103-59404104,123.09100000000001,43.4091,3.0,1.8636400000000002,8.93182,3.70455,2.79545,7.136360000000001,5.11364
chr2:59409544-59409545,72.5,38.25,3.5,7.75,9.0,0.75,3.5,6.75,4.0
chr2:59409579-59409580,105.5,47.75,3.5,7.5,11.0,1.0,4.25,5.25,5.75
chr2:59529104-59529105,118.40899999999999,21.9773,0.772727,4.45455,16.1818,2.68182,3.88636,3.86364,5.90909
chr2:59529130-59529131,120.75,22.25,0.75,4.5,16.25,2.75,4.0,4.0,6.0
chr2:59529139-59529140,120.75,22.25,0.75,4.5,16.25,2.75,4.0,4.0,6.0
chr2:59529176-59529177,116.75,23.75,0.75,4.25,16.25,3.0,4.75,6.25,6.5
chr2:59529183-59529184,116.75,23.75,0.75,4.25,16.25,3.0,4.75,6.25,6.5
chr2:59802547-59802548,5.09091,1.8409099999999998,2.47727,1.81818,3.75,3.8181800000000004,2.63636,4.38636,0.0
chr2:59812259-59812260,32.25,15.75,0.5,3.75,7.75,0.5,1.5,4.25,1.0
chr2:59812263-59812264,32.25,15.75,0.5,3.75,7.75,0.5,1.5,4.25,1.0
chr2:60386867-60386868,8.25,3.25,1.25,0.75,4.0,4.75,2.25,6.75,2.5
chr2:60386874-60386875,8.25,3.25,1.25,0.75,4.0,4.75,2.25,6.75,2.5
chr2:60386884-60386885,8.25,3.25,1.25,0.75,4.0,4.75,2.25,6.75,2.5
chr2:60386955-60386956,4.0,2.75,1.25,0.0,5.5,3.5,2.5,6.25,1.25
chr2:60386957-60386958,4.0,2.75,1.25,0.0,5.5,3.5,2.5,6.25,1.25
chr2:60386961-60386962,4.0,2.75,1.25,0.0,5.5,3.5,2.5,6.25,1.25
chr2:60386971-60386972,4.0,2.75,1.25,0.0,5.5,3.5,2.5,6.25,1.25
chr2:60386983-60386984,4.0,2.75,1.25,0.0,5.5,3.5,2.5,6.25,1.25
chr2:60539944-60539945,12.75,3.0,1.25,4.5,4.5,9.25,2.25,2.25,2.75
chr2:60539948-60539949,14.2955,3.18182,1.43182,4.5,4.5,9.522730000000001,2.43182,2.52273,3.02273
chr2:60539962-60539963,17.0,3.5,1.75,4.5,4.5,10.0,2.75,3.0,3.5
chr2:60539992-60539993,17.0,3.5,1.75,4.5,4.5,10.0,2.75,3.0,3.5
chr2:60539994-60539995,17.0,3.5,1.75,4.5,4.5,10.0,2.75,3.0,3.5
chr2:60540002-60540003,18.2727,3.5,2.29545,3.95455,4.13636,9.090910000000001,2.93182,3.72727,3.6818199999999996
chr2:60540003-60540004,18.4318,3.5,2.36364,3.88636,4.09091,8.977269999999999,2.95455,3.8181800000000004,3.70455
chr2:60540004-60540005,18.5909,3.5,2.43182,3.8181800000000004,4.04545,8.86364,2.97727,3.90909,3.72727
chr2:60540018-60540019,18.75,3.5,2.5,3.75,4.0,8.75,3.0,4.0,3.75
chr2:60562921-60562922,6.0,1.5,1.25,3.5,6.25,4.0,2.75,3.25,0.25
chr2:60562923-60562924,6.0,1.5,1.25,3.5,6.25,4.0,2.75,3.25,0.25
chr2:60611474-60611475,20.0,3.5,0.0,4.5,8.75,6.5,7.25,8.5,1.75
chr2:60611507-60611508,22.0,3.5,0.5,4.75,8.75,6.0,5.75,7.75,2.5
chr2:60611521-60611522,22.0,3.5,0.5,4.75,8.75,6.0,5.75,7.75,2.5
chr2:60611531-60611532,22.0,3.5,0.5,4.75,8.75,6.0,5.75,7.75,2.5
chr2:60611532-60611533,22.0,3.5,0.5,4.75,8.75,6.0,5.75,7.75,2.5
chr2:60611533-60611534,22.0,3.5,0.5,4.75,8.75,6.0,5.75,7.75,2.5
chr2:60611537-60611538,22.0,3.5,0.5,4.75,8.75,6.0,5.75,7.75,2.5
chr2:60611544-60611545,22.0,3.5,0.5,4.75,8.75,6.0,5.75,7.75,2.5
chr2:60611545-60611546,21.9091,3.47727,0.545455,4.68182,8.590910000000001,5.84091,5.59091,7.613639999999999,2.54545
chr2:60611547-60611548,21.7273,3.4318199999999996,0.636364,4.54545,8.272730000000001,5.52273,5.27273,7.340910000000001,2.63636
chr2:60643498-60643499,17.8636,3.59091,0.0,2.25,3.72727,2.25,2.68182,4.72727,2.5
chr2:60643502-60643503,17.2273,3.6818199999999996,0.0,2.25,3.45455,2.25,2.86364,4.45455,2.5
chr2:60643503-60643504,17.0682,3.70455,0.0,2.25,3.38636,2.25,2.90909,4.38636,2.5
chr2:60643504-60643505,16.9091,3.72727,0.0,2.25,3.3181800000000004,2.25,2.95455,4.31818,2.5
chr2:60643508-60643509,16.75,3.75,0.0,2.25,3.25,2.25,3.0,4.25,2.5
chr2:60643510-60643511,16.75,3.75,0.0,2.25,3.25,2.25,3.0,4.25,2.5
chr2:60643511-60643512,16.75,3.75,0.0,2.25,3.25,2.25,3.0,4.25,2.5
chr2:60643549-60643550,14.5909,3.97727,0.0,2.36364,2.90909,1.9090900000000002,3.22727,3.90909,2.27273
chr2:60666802-60666803,335.68199999999996,32.3864,5.36364,4.79545,34.1591,9.45455,9.840910000000001,8.29545,4.29545
chr2:60666803-60666804,335.455,32.8409,5.40909,4.86364,34.2727,9.63636,9.727269999999999,8.36364,4.36364
chr2:60666804-60666805,335.227,33.2955,5.45455,4.93182,34.3864,9.81818,9.61364,8.43182,4.43182
chr2:60666818-60666819,335.0,33.75,5.5,5.0,34.5,10.0,9.5,8.5,4.5
chr2:60666995-60666996,152.93200000000002,25.5455,3.6818199999999996,5.77273,29.5227,11.3409,4.45455,8.04545,5.52273
chr2:60666999-60667000,142.659,23.7273,3.40909,5.86364,28.6136,11.7045,4.27273,8.227269999999999,5.61364
chr2:60667000-60667001,140.091,23.2727,3.34091,5.88636,28.3864,11.7955,4.22727,8.272730000000001,5.63636
chr2:60667002-60667003,134.955,22.3636,3.20455,5.93182,27.9318,11.9773,4.13636,8.36364,5.68182
chr2:60667004-60667005,129.81799999999998,21.4545,3.06818,5.97727,27.4773,12.1591,4.04545,8.45455,5.72727
chr2:60667008-60667009,127.25,21.0,3.0,6.0,27.25,12.25,4.0,8.5,5.75
chr2:60690674-60690675,12.5,3.75,0.75,5.0,7.25,0.5,8.25,3.5,3.25
chr2:60690675-60690676,12.5,3.75,0.75,5.0,7.25,0.5,8.25,3.5,3.25
chr2:60700931-60700932,33.75,3.5,4.25,4.25,5.0,6.0,6.25,8.25,3.5
chr2:60700935-60700936,33.75,3.5,4.25,4.25,5.0,6.0,6.25,8.25,3.5
chr2:60717751-60717752,49.9318,6.5,2.93182,4.18182,8.272730000000001,7.81818,6.47727,9.772730000000001,5.5
chr2:60717757-60717758,53.75,6.5,2.75,4.0,8.0,9.0,6.75,9.5,5.5
chr2:60717765-60717766,53.75,6.5,2.75,4.0,8.0,9.0,6.75,9.5,5.5
chr2:60717780-60717781,53.75,6.5,2.75,4.0,8.0,9.0,6.75,9.5,5.5
chr2:60717781-60717782,53.75,6.5,2.75,4.0,8.0,9.0,6.75,9.5,5.5
chr2:60718145-60718146,214.75,8.159089999999999,4.36364,8.11364,14.0,46.8864,13.0682,14.3409,18.3864
chr2:60718146-60718147,219.75,8.31818,4.47727,8.227269999999999,14.0,47.0227,13.1364,14.4318,18.5227
chr2:60718153-60718154,254.75,9.43182,5.27273,9.022730000000001,14.0,47.9773,13.6136,15.0682,19.4773
chr2:60722344-60722345,445.5,6.75,10.75,32.0,62.75,46.25,35.5,26.0,28.75
chr2:60722346-60722347,471.18199999999996,6.613639999999999,11.5682,33.0,63.4773,48.3409,36.5909,27.0,29.7045
chr2:60722356-60722357,586.75,6.0,15.25,37.5,66.75,57.75,41.5,31.5,34.0
chr2:60722364-60722365,586.75,6.0,15.25,37.5,66.75,57.75,41.5,31.5,34.0
chr2:60722402-60722403,633.295,5.81818,15.6136,37.1364,64.2045,62.4773,42.2273,34.2273,34.3636
chr2:60725556-60725557,979.75,6.5,21.0,16.5,49.25,51.75,14.0,13.5,25.5
chr2:60725565-60725566,979.75,6.5,21.0,16.5,49.25,51.75,14.0,13.5,25.5
chr2:60725567-60725568,979.75,6.5,21.0,16.5,49.25,51.75,14.0,13.5,25.5
chr2:60725568-60725569,979.75,6.5,21.0,16.5,49.25,51.75,14.0,13.5,25.5
chr2:60725588-60725589,979.75,6.5,21.0,16.5,49.25,51.75,14.0,13.5,25.5
chr2:60725623-60725624,889.5,7.5,17.75,14.0,50.5,42.25,15.0,12.25,24.25
chr2:60726108-60726109,27.75,4.5,1.0,7.25,15.0,1.25,8.25,6.5,2.25
chr2:60726131-60726132,27.75,4.5,1.0,7.25,15.0,1.25,8.25,6.5,2.25
chr2:60731435-60731436,124.5,30.0,1.5,1.25,11.25,5.25,9.75,5.5,4.0
chr2:60731439-60731440,124.5,30.0,1.5,1.25,11.25,5.25,9.75,5.5,4.0
chr2:60731443-60731444,124.5,30.0,1.5,1.25,11.25,5.25,9.75,5.5,4.0
chr2:60731450-60731451,138.409,35.4545,1.63636,1.25,10.8409,4.84091,9.06818,6.45455,4.40909
chr2:60731451-60731452,140.727,36.3636,1.6590900000000002,1.25,10.7727,4.77273,8.95455,6.613639999999999,4.47727
chr2:60731538-60731539,151.0,45.25,2.0,1.25,10.0,2.75,7.0,8.25,6.0
chr2:60731548-60731549,138.091,45.0682,1.9090900000000002,1.34091,9.54545,2.47727,6.636360000000001,8.70455,6.18182
chr2:60733097-60733098,81.1136,6.47727,1.5,7.31818,9.227269999999999,14.3409,7.47727,8.20455,6.38636
chr2:60733105-60733106,112.75,5.75,1.5,9.5,10.5,17.25,8.75,8.75,6.75
chr2:60733135-60733136,112.75,5.75,1.5,9.5,10.5,17.25,8.75,8.75,6.75
chr2:60733141-60733142,112.75,5.75,1.5,9.5,10.5,17.25,8.75,8.75,6.75
chr2:60733145-60733146,115.045,5.63636,1.45455,9.659089999999999,10.6591,17.5682,8.840910000000001,8.727269999999999,6.75
chr2:60733147-60733148,119.63600000000001,5.40909,1.36364,9.977269999999999,10.9773,18.2045,9.022730000000001,8.68182,6.75
chr2:60733174-60733175,138.0,4.5,1.0,11.25,12.25,20.75,9.75,8.5,6.75
chr2:60733198-60733199,135.455,4.40909,1.0,11.3409,12.25,20.8409,9.840910000000001,8.590910000000001,6.47727
chr2:60743596-60743597,18.75,4.47727,0.9545450000000001,2.79545,8.63636,3.86364,9.75,4.34091,3.95455
chr2:60743598-60743599,19.75,4.20455,0.909091,2.84091,8.772730000000001,3.72727,9.75,4.43182,3.90909
chr2:60743599-60743600,20.25,4.06818,0.8863639999999999,2.86364,8.840910000000001,3.65909,9.75,4.47727,3.88636
chr2:60743600-60743601,20.75,3.9318199999999996,0.8636360000000001,2.88636,8.909089999999999,3.59091,9.75,4.52273,3.86364
chr2:60743608-60743609,23.25,3.25,0.75,3.0,9.25,3.25,9.75,4.75,3.75
chr2:60743644-60743645,23.25,3.25,0.75,3.0,9.25,3.25,9.75,4.75,3.75
chr2:60743655-60743656,24.75,2.0,0.25,4.0,9.0,1.75,8.0,5.5,3.0
chr2:60743674-60743675,24.75,2.0,0.25,4.0,9.0,1.75,8.0,5.5,3.0
chr2:60743690-60743691,24.75,2.0,0.25,4.0,9.0,1.75,8.0,5.5,3.0
chr2:60743693-60743694,24.75,2.0,0.25,4.0,9.0,1.75,8.0,5.5,3.0
chr2:60757874-60757875,231.5,3.5,1.0,3.25,38.25,8.0,10.25,4.75,4.5
chr2:60757889-60757890,231.5,3.5,1.0,3.25,38.25,8.0,10.25,4.75,4.5
chr2:60757890-60757891,231.5,3.5,1.0,3.25,38.25,8.0,10.25,4.75,4.5
chr2:60757912-60757913,320.5,5.0,2.75,3.0,44.75,7.75,14.5,6.0,4.25
chr2:60757942-60757943,320.5,5.0,2.75,3.0,44.75,7.75,14.5,6.0,4.25
chr2:60757991-60757992,349.5,7.25,3.5,3.25,44.25,7.0,17.25,8.0,4.0
chr2:60763775-60763776,23.75,6.5,1.5,2.5,7.25,1.5,4.5,4.25,2.75
chr2:60763802-60763803,23.2045,7.95455,2.40909,3.22727,7.79545,0.9545450000000001,5.40909,3.52273,2.75
chr2:60763819-60763820,23.0,8.5,2.75,3.5,8.0,0.75,5.75,3.25,2.75
chr2:60763826-60763827,23.0,8.5,2.75,3.5,8.0,0.75,5.75,3.25,2.75
chr2:60763829-60763830,23.0,8.5,2.75,3.5,8.0,0.75,5.75,3.25,2.75
chr2:60763848-60763849,23.8182,8.95455,3.02273,3.59091,8.272730000000001,0.75,6.11364,3.25,2.75
