0,55918e182827-Hudep2_ATAC,df556ca45528-Hudep2_D3_merged_CTCF.all,8ac5c2b6b652-Hudep2_BCL11A,d4479abb8c62-Hudep2_D0_GATA1.all,e75fff55b23d-HUDEP2_LRF_CHIP,6de19797ef29-Hudep2_D3_merged_GATA1.all,1a798ec730b0-Hudep2_D3_merged_KLF1.all,4c1a9aa91555-Hudep2_D3_merged_LDB1.all,f3f86258967b-Hudep2_D3_merged_TAL1.all
chr19:13264537-13264538,286.467,50.5543,6.73913,11.9286,78.9084,10.6491,36.8789,20.8929,11.3447
chr19:13273775-13273776,1380.3,27.2888,31.6879,16.3214,108.23299999999999,18.9689,91.3043,23.9379,17.3494
chr19:13273839-13273840,1633.97,27.9488,39.691,17.2453,131.94899999999998,20.6988,104.571,23.163,20.3106
chr19:13273841-13273842,1635.71,27.9798,39.7873,17.2578,132.71,20.6988,104.811,23.131999999999998,20.382
chr19:13273859-13273860,1651.3,28.2593,40.6537,17.3696,139.55700000000002,20.6988,106.963,22.8525,21.0248
chr19:13273872-13273873,1654.33,28.4705,41.0419,17.4363,145.025,20.6661,108.359,22.631999999999998,21.4798
chr19:13273927-13273928,1451.72,29.4457,36.4752,17.2283,171.438,19.8991,107.14,21.6661,22.5171
chr19:13273928-13273929,1445.77,29.4581,36.3214,17.2158,172.02,19.8898,107.03399999999999,21.6429,22.5233
chr19:13283350-13283351,235.842,10.604000000000001,6.0823,18.1102,38.7733,18.0016,13.6739,6.47671,4.75621
chr19:13305557-13305558,112.553,137.936,1.8928599999999998,11.5714,25.278000000000002,7.793480000000001,14.4161,10.9177,10.485999999999999
chr19:13305595-13305596,105.947,129.641,1.91925,11.7407,24.2842,7.23913,14.6988,12.0528,9.78416
chr19:13305596-13305597,105.68,129.287,1.91615,11.7314,24.2593,7.215839999999999,14.7034,12.0823,9.754660000000001
chr19:13323773-13323774,202.986,56.2189,0.515528,5.4177,25.7422,3.69876,11.3292,7.39907,4.98913
chr19:13323782-13323783,210.752,58.8245,0.627329,5.48602,26.3354,3.8431699999999998,11.6755,7.532610000000001,5.27329
chr19:13323850-13323851,229.144,70.1972,1.6987599999999998,5.64286,29.8214,4.48447,14.0093,8.28416,7.791930000000001
chr19:13323853-13323854,228.34799999999998,70.4208,1.7546599999999999,5.64752,29.9332,4.49379,14.0885,8.30745,7.885089999999999
chr19:13323856-13323857,227.551,70.6444,1.81056,5.65217,30.045,4.5031099999999995,14.1677,8.33075,7.978260000000001
chr19:13323859-13323860,226.755,70.868,1.8664599999999998,5.65683,30.1568,4.51242,14.2469,8.35404,8.07143
chr19:13323868-13323869,224.365,71.5388,2.03416,5.6708099999999995,30.4922,4.540369999999999,14.4845,8.423910000000001,8.35093
chr19:13323889-13323890,205.488,70.5435,2.39752,5.7965800000000005,30.6988,4.48447,14.7578,8.55901,8.64907
chr19:13323890-13323891,204.408,70.4379,2.41304,5.8028,30.691,4.47981,14.7624,8.56366,8.65217
chr19:13345585-13345586,63.8742,35.104,0.0,2.97516,16.9317,2.8354,8.65062,6.627330000000001,2.12422
chr19:13352742-13352743,52.7298,14.0699,0.9704969999999999,1.85248,16.8758,1.17236,6.94255,5.61801,5.02795
chr19:13352744-13352745,52.5435,14.0295,0.9829190000000001,1.8711200000000001,16.9068,1.17236,6.948760000000001,5.59006,4.99068
chr19:13352752-13352753,51.7981,13.868,1.03261,1.94565,17.0311,1.17236,6.9736,5.47826,4.84161
chr19:13373356-13373357,72.9658,88.7826,2.8913,16.0901,30.2671,21.6693,9.52019,13.5404,4.456519999999999
chr19:13373405-13373406,101.789,96.9286,4.36491,17.146,31.6661,28.0342,10.1242,13.9177,5.81211
chr19:13373455-13373456,116.31700000000001,94.0776,5.68012,17.4099,32.4922,32.3137,10.5947,13.8929,7.726710000000001
chr19:13373457-13373458,116.54700000000001,93.7826,5.7236,17.4068,32.5171,32.4286,10.6071,13.8835,7.80435
chr19:13388126-13388127,238.963,131.304,2.78261,14.5994,56.9829,10.5652,43.6491,15.4379,12.705
chr19:13388931-13388932,106.25200000000001,99.2081,1.6739099999999998,10.6025,30.6025,5.77329,16.5155,10.0233,3.96273
chr19:13389014-13389015,125.99700000000001,108.259,2.81988,12.5109,30.2935,5.07764,19.5668,11.472000000000001,3.26398
chr19:13389015-13389016,126.023,108.234,2.8354,12.527999999999999,30.2655,5.06366,19.604,11.4814,3.25932
chr19:13389035-13389036,122.523,105.214,3.1972,12.7655,29.4177,4.77484,20.132,11.3991,3.26398
chr19:13477460-13477461,14.6755,48.823,1.1087,6.26863,15.663,2.1677,6.0854,9.13199,3.9767099999999997
chr19:13477462-13477463,14.837,49.1988,1.10559,6.293480000000001,15.7096,2.15528,6.11646,9.15062,4.01087
chr19:13477463-13477464,14.9177,49.3866,1.10404,6.3059,15.7329,2.14907,6.13199,9.159939999999999,4.02795
chr19:13477489-13477490,17.104,53.3975,1.12578,6.47981,15.9953,1.92547,6.4146,9.46429,4.38509
chr19:13477497-13477498,17.6755,54.2298,1.1382,6.49224,15.9829,1.85093,6.47671,9.56366,4.459630000000001
chr19:13477508-13477509,18.4612,55.3742,1.1552799999999999,6.50932,15.9658,1.74845,6.5621100000000006,9.70031,4.56211
chr19:13477515-13477516,18.9612,56.1025,1.16615,6.52019,15.955,1.68323,6.616460000000001,9.78727,4.627330000000001
chr19:13477517-13477518,19.104,56.3106,1.16925,6.52329,15.9519,1.6646,6.631989999999999,9.81211,4.64596
chr19:13477518-13477519,19.1755,56.4146,1.1708100000000001,6.52484,15.9503,1.6552799999999999,6.63975,9.824530000000001,4.65528
chr19:13539332-13539333,42.9752,39.75,1.9860200000000001,10.5761,13.527999999999999,5.3711199999999995,15.145999999999999,14.0652,4.65683
chr19:13539357-13539358,49.5357,40.9534,2.1413,10.7702,14.1102,5.48758,15.573,13.7935,5.122669999999999
chr19:13539408-13539409,56.3602,40.9022,2.45807,10.3944,14.8385,5.60404,15.1351,12.9022,5.69099
chr19:13539409-13539410,56.4177,40.8742,2.46429,10.3789,14.8478,5.60559,15.1134,12.8835,5.6972
chr19:13539426-13539427,56.4922,39.9969,2.55901,10.0171,14.9627,5.63199,14.6025,12.5233,5.74845
chr19:13539434-13539435,55.5792,39.2391,2.58385,9.76242,14.9317,5.6195699999999995,14.2422,12.3432,5.71739
chr19:13539445-13539446,53.854,38.0947,2.60093,9.38665,14.8121,5.56832,13.7127,12.1211,5.64907
chr19:13539446-13539447,53.6972,37.9907,2.60248,9.35248,14.8012,5.56366,13.6646,12.1009,5.64286
chr19:13541934-13541935,53.9876,62.8556,1.29814,7.631989999999999,15.2702,1.71118,8.39286,4.42391,3.52795
chr19:13541935-13541936,54.3323,63.0947,1.29503,7.65683,15.2904,1.7298099999999998,8.40062,4.40683,3.53727
chr19:13541952-13541953,60.1925,67.1599,1.24224,8.079189999999999,15.6335,2.04658,8.53261,4.11646,3.69565
chr19:13541971-13541972,66.6522,71.663,1.1770200000000002,8.55124,15.9767,2.41304,8.677019999999999,3.79503,3.8882
chr19:13542059-13542060,71.9115,77.1894,0.5962729999999999,9.95963,13.4767,3.80435,8.489130000000001,3.4844699999999995,4.97671
chr19:13637552-13637553,50.2593,29.9239,0.32919299999999996,5.07143,9.70497,2.0,6.75155,8.85714,4.02174
chr19:13637554-13637555,50.5388,29.9922,0.31677,5.0559,9.71739,2.0,6.73913,8.8323,4.04969
chr19:13637557-13637558,50.9581,30.0947,0.298137,5.03261,9.73602,2.0,6.7205,8.79503,4.09161
chr19:13648485-13648486,37.8075,5.5,1.18944,5.20031,8.47516,1.85248,5.22205,3.1583900000000003,2.01553
chr19:13648517-13648518,45.2609,5.5,1.63665,5.10093,7.978260000000001,1.9021700000000001,5.76863,3.4068300000000002,2.11491
chr19:13649468-13649469,38.3137,2.97981,1.07453,4.36335,15.8152,8.77484,7.6118,7.05435,6.791930000000001
chr19:13649469-13649470,38.3137,2.96429,1.08696,4.3618,15.8292,8.78571,7.6118,7.07919,6.793480000000001
chr19:13649581-13649582,32.5714,3.59783,2.21429,5.73292,13.2997,8.11025,8.81056,9.98292,6.76708
chr19:13694055-13694056,126.699,5.44876,9.91615,15.1382,17.0171,28.5342,20.3773,31.4239,20.0699
chr19:13694057-13694058,128.22,5.43634,10.0062,15.163,17.0481,28.7298,20.4643,31.5823,20.2096
chr19:13694114-13694115,156.941,4.94255,11.4332,14.6786,16.9519,33.545,22.1863,33.413000000000004,24.5528
chr19:13694115-13694116,157.298,4.93323,11.4488,14.6599,16.9425,33.6165,22.2081,33.4224,24.6242
chr19:13694137-13694138,158.41299999999998,4.68323,11.3587,14.1832,16.4488,34.6801,22.4705,32.6724,26.0885
chr19:13694138-13694139,158.227,4.67236,11.337,14.1599,16.4177,34.7034,22.4736,32.6087,26.1398
chr19:13694145-13694146,156.922,4.59627,11.1848,13.9969,16.2003,34.8665,22.4953,32.163000000000004,26.4984
chr19:13694148-13694149,156.363,4.56366,11.1196,13.927,16.1071,34.9363,22.5047,31.971999999999998,26.6522
chr19:13694150-13694151,155.991,4.541930000000001,11.0761,13.8804,16.045,34.9829,22.5109,31.8447,26.7547
chr19:13694152-13694153,155.618,4.52019,11.0326,13.8339,15.9829,35.0295,22.5171,31.7174,26.8571
chr19:13694187-13694188,142.969,4.20031,9.78106,13.045,14.7158,35.073,22.2034,28.7298,28.118000000000002
chr19:13700175-13700176,160.967,105.45200000000001,4.44255,9.19565,34.396,4.38665,10.514000000000001,18.7484,6.504659999999999
chr19:13700267-13700268,200.995,133.96,3.91149,11.2888,38.8525,3.6071400000000002,15.5171,15.1972,7.16925
chr19:13700268-13700269,201.03,134.084,3.9037300000000004,11.309000000000001,38.8804,3.5962699999999996,15.5621,15.1444,7.17547
chr19:13700277-13700278,198.65400000000002,133.811,3.8462699999999996,11.4658,38.9084,3.43634,15.8804,14.5575,7.25621
chr19:13700279-13700280,198.051,133.711,3.83385,11.5,38.9084,3.3990699999999996,15.9488,14.4239,7.274839999999999
chr19:13802787-13802788,47.6506,3.4891300000000003,0.784161,11.6879,11.6724,13.3773,8.20963,15.9425,17.0264
chr19:13802789-13802790,47.0575,3.48602,0.7717390000000001,11.6972,11.6972,13.3866,8.163039999999999,15.8339,17.0264
chr19:13802796-13802797,44.9814,3.47516,0.7282609999999999,11.7298,11.7842,13.4193,8.0,15.4534,17.0264
chr19:13828253-13828254,787.904,58.2904,6.36025,35.972,36.0823,83.9643,54.6941,60.2189,60.4689
chr19:13828255-13828256,797.9010000000001,58.6568,6.40373,36.2267,36.2593,84.6009,54.9394,60.6071,60.854
chr19:13828290-13828291,945.803,63.4037,7.48913,40.3168,38.6444,95.0171,57.9783,66.5854,66.5761
chr19:13828291-13828292,948.602,63.4596,7.52795,40.4006,38.677,95.2407,58.0062,66.7065,66.6755
chr19:13828292-13828293,951.4019999999999,63.5155,7.56677,40.4845,38.7096,95.4643,58.0342,66.8276,66.7748
chr19:13828293-13828294,954.202,63.5714,7.605589999999999,40.5683,38.7422,95.6879,58.0621,66.9488,66.8742
chr19:13828294-13828295,957.002,63.6273,7.644410000000001,40.6522,38.7748,95.9115,58.0901,67.0699,66.9736
chr19:13828300-13828301,973.8,63.9627,7.877330000000001,41.1553,38.9705,97.2531,58.2578,67.7966,67.5699
chr19:13828302-13828303,979.3989999999999,64.0745,7.954969999999999,41.323,39.0357,97.7003,58.3137,68.0388,67.7686
chr19:13830949-13830950,399.41900000000004,11.2671,6.1677,27.9488,25.2531,66.5388,80.1646,59.9317,38.3866
chr19:13830952-13830953,394.14599999999996,11.3463,6.17236,27.7205,25.2904,65.7702,79.9224,59.6335,37.9534
chr19:13832309-13832310,74.9177,105.97,2.59627,8.65217,21.6832,5.72826,9.156830000000001,8.0854,10.0776
chr19:13832312-13832313,75.309,105.61200000000001,2.60093,8.66615,21.6646,5.73758,9.1382,8.03882,9.96584
chr2:57724836-57724837,42.9783,41.413000000000004,5.49379,4.85559,9.99845,2.38975,9.74845,8.663039999999999,3.1273299999999997
chr2:57724848-57724849,42.1584,41.5621,5.56832,4.65062,10.5016,2.44565,9.69255,8.62578,3.07143
chr2:57724857-57724858,41.5435,41.6739,5.624219999999999,4.4968900000000005,10.8789,2.48758,9.65062,8.59783,3.0295
chr2:57724858-57724859,41.4752,41.6863,5.6304300000000005,4.47981,10.9208,2.4922400000000002,9.64596,8.59472,3.02484
chr2:57724859-57724860,41.4068,41.6988,5.63665,4.4627300000000005,10.9627,2.49689,9.6413,8.591610000000001,3.02019
chr2:57724861-57724862,41.2702,41.7236,5.64907,4.42857,11.0466,2.50621,9.63199,8.5854,3.01087
chr2:57724862-57724863,41.2019,41.736000000000004,5.65528,4.411490000000001,11.0885,2.51087,9.62733,8.5823,3.00621
chr2:57987102-57987103,257.197,69.3447,1.0,9.53416,20.3525,7.75621,14.5543,8.31366,3.9767099999999997
chr2:57987104-57987105,261.623,70.0404,1.0,9.60248,20.4891,7.774839999999999,14.7252,8.413039999999999,4.02019
chr2:58004254-58004255,550.741,5.57453,9.16615,108.266,17.8323,135.517,31.7019,61.0326,59.1413
chr2:58004315-58004316,585.241,5.5295,11.2904,115.04700000000001,16.1382,142.241,30.0683,62.1739,59.778
chr2:58004316-58004317,585.068,5.5264,11.3199,115.065,16.1009,142.252,30.0248,62.146,59.7624
chr2:58004334-58004335,559.143,5.49379,11.6646,112.59899999999999,15.1817,139.556,28.7531,60.0357,58.8152
chr2:58004344-58004345,535.804,5.47826,11.6646,110.053,14.7003,136.963,27.9922,58.3432,58.1009
chr2:58004345-58004346,533.47,5.47671,11.6646,109.79799999999999,14.6522,136.703,27.9161,58.1739,58.0295
chr2:58055420-58055421,27.4627,1.46118,2.9689400000000004,1.86335,6.73137,2.2810599999999996,1.87578,0.09782610000000001,0.391304
chr2:58055464-58055465,32.9969,1.82453,3.0528,3.02484,6.19099,3.18478,1.9503099999999998,0.287267,0.475155
chr2:58055474-58055475,34.0606,1.9409900000000002,3.0528,3.3354,6.10559,3.3944099999999997,1.9891299999999998,0.349379,0.482919
chr2:58055475-58055476,34.1553,1.95497,3.05124,3.37112,6.09938,3.41615,1.9937900000000002,0.357143,0.482919
chr2:58055532-58055533,36.2019,2.71118,2.8587,5.14596,6.44099,4.495340000000001,2.1382,0.857143,0.381988
chr2:58055544-58055545,35.5683,2.89752,2.78416,5.4627300000000005,6.6646,4.625780000000001,2.1941,0.9875780000000001,0.34471999999999997
chr2:58133479-58133480,111.34299999999999,87.0932,0.47205,8.11491,16.6584,9.77019,18.9752,9.34938,8.9736
chr2:58266383-58266384,45.9689,4.36646,0.897516,11.4177,8.420810000000001,8.79348,3.3493800000000005,7.66615,3.44876
chr2:58273832-58273833,1763.22,19.5683,21.4658,9.1413,55.7811,13.7112,75.9006,16.9286,14.9596
chr2:58273837-58273838,1766.52,19.9255,21.3494,9.14907,56.2391,13.7655,75.8618,16.9441,15.0994
chr2:58274155-58274156,635.856,19.0854,5.661490000000001,14.854000000000001,54.7252,8.63354,47.2314,10.5,12.8991
chr2:58274178-58274179,637.93,17.309,6.40062,14.8137,53.9394,8.6118,45.7842,10.3851,11.8307
chr2:58274179-58274180,638.2719999999999,17.2252,6.4441,14.8043,53.9053,8.6118,45.7127,10.382,11.7748
chr2:58274223-58274224,681.8539999999999,14.8276,8.60093,13.8354,53.191,8.757760000000001,43.3944,10.6102,9.53261
chr2:58274228-58274229,688.29,14.5093,8.89596,13.6957,53.0978,8.78882,43.0839,10.6724,9.22205
chr2:58274229-58274230,689.578,14.4457,8.95497,13.6677,53.0792,8.79503,43.0217,10.6848,9.159939999999999
chr2:58274259-58274260,723.738,13.0761,10.5901,12.8292,53.0606,8.98137,41.6988,11.0575,7.74689
chr2:58274260-58274261,724.8710000000001,13.0311,10.6444,12.8012,53.0606,8.98758,41.6553,11.0699,7.700310000000001
chr2:58274351-58274352,783.085,10.3556,12.6118,11.4565,49.8866,8.65217,38.7842,13.413,5.53571
chr2:58274352-58274353,783.2330000000001,10.3401,12.5994,11.4565,49.8276,8.6413,38.764,13.4472,5.53416
chr2:58274499-58274500,686.571,11.955,8.02795,12.2484,35.132,6.5823,33.586999999999996,16.0963,7.5559
chr2:58274555-58274556,577.325,13.4519,7.09938,11.3121,29.6537,7.00311,30.0854,14.2267,6.83385
chr2:58274572-58274573,536.842,13.8245,6.8913,10.8478,28.2267,7.24068,28.9379,13.455,6.41925
chr2:58274573-58274574,533.514,13.8401,6.872669999999999,10.809000000000001,28.1351,7.25466,28.8525,13.4006,6.38975
chr2:58274579-58274580,513.548,13.9332,6.76087,10.5761,27.5854,7.33851,28.3401,13.0745,6.2127300000000005
chr2:58274590-58274591,481.43199999999996,13.9643,6.633539999999999,10.1646,27.028000000000002,7.523289999999999,27.587,12.5699,5.84161
chr2:58274620-58274621,394.35400000000004,14.0,6.3059,9.04348,25.6258,8.03571,25.5714,11.2127,4.82453
chr2:58274862-58274863,49.427,11.1056,3.9782599999999997,6.338509999999999,20.7733,12.1941,15.6335,7.82764,8.754660000000001
chr2:58274866-58274867,49.7003,11.0994,3.8913,6.3323,20.5807,12.2811,15.5466,7.82764,8.86646
chr2:58274894-58274895,48.7547,11.0606,3.27484,6.245340000000001,19.0404,13.0916,14.8307,7.76708,9.88509
chr2:58274898-58274899,48.4503,11.0606,3.20031,6.22671,18.8416,13.1972,14.7376,7.75466,10.0155
chr2:58274900-58274901,48.2981,11.0606,3.16304,6.21739,18.7422,13.25,14.690999999999999,7.74845,10.0807
chr2:58274909-58274910,47.6134,11.0606,2.99534,6.17547,18.295,13.4876,14.4814,7.7205,10.3742
chr2:58274960-58274961,37.4503,10.6661,2.23137,6.34938,16.4301,14.8851,12.9705,7.799689999999999,12.5217
chr2:58274961-58274962,37.2081,10.6553,2.2189400000000004,6.35559,16.4022,14.9115,12.940999999999999,7.8028,12.5637
chr2:58275332-58275333,120.12700000000001,9.9705,2.8882,17.7127,15.3696,75.632,21.2686,37.5248,33.3975
chr2:58275363-58275364,130.332,9.77795,2.8882,17.3758,15.0807,73.1289,20.3059,37.4767,32.4348
chr2:58275365-58275366,130.991,9.76553,2.8882,17.354,15.0621,72.9674,20.2438,37.4736,32.3727
chr2:58275366-58275367,131.32,9.759319999999999,2.8882,17.3432,15.0528,72.8866,20.2127,37.472,32.3416
chr2:58275367-58275368,131.649,9.753110000000001,2.8882,17.3323,15.0435,72.8059,20.1817,37.4705,32.3106
chr2:58275374-58275375,132.835,9.73292,2.8416099999999997,17.1475,14.9705,71.7904,19.8866,37.2034,31.9922
chr2:58275393-58275394,131.955,9.78416,2.6040400000000004,16.4068,14.8851,68.1817,18.941,35.836999999999996,30.9581
chr2:58301054-58301055,280.58099999999996,4.61801,3.7236,33.8276,23.6211,6.3711199999999995,18.9084,3.9767099999999997,4.40217
chr2:58301072-58301073,296.373,4.59472,3.78882,35.5512,24.1289,7.125780000000001,19.323,4.03261,4.4627300000000005
chr2:58301074-58301075,297.522,4.59472,3.78571,35.7065,24.1724,7.225160000000001,19.3354,4.05435,4.47205
chr2:58301092-58301093,300.522,4.59472,3.7205,36.5264,24.191,8.007760000000001,19.2236,4.25,4.48137
chr2:58301121-58301122,298.17400000000004,4.60093,3.57609,37.3012,23.8556,9.175469999999999,18.8137,4.58075,4.42391
chr2:58311440-58311441,22.4534,3.87888,1.7562099999999998,3.6816800000000005,11.4161,9.81832,6.458069999999999,2.75621,2.1413
chr2:58311442-58311443,22.9752,3.87888,1.7748400000000002,3.70963,11.413,9.86491,6.4705,2.77484,2.13509
chr2:58311444-58311445,23.4969,3.87888,1.79348,3.7375800000000003,11.4099,9.911489999999999,6.48292,2.7934799999999997,2.12888
chr2:58311445-58311446,23.7578,3.87888,1.8028,3.75155,11.4084,9.93478,6.48913,2.8028,2.12578
chr2:58311451-58311452,25.323,3.87888,1.8587,3.8354,11.3991,10.0745,6.5264,2.8587,2.1071400000000002
chr2:58311462-58311463,28.1925,3.87888,1.96118,3.9891300000000003,11.382,10.3307,6.59472,2.96118,2.07298
chr2:58311465-58311466,28.9752,3.87888,1.9891299999999998,4.03106,11.3773,10.4006,6.61335,2.98913,2.06366
chr2:58311506-58311507,38.4161,4.32764,2.25621,4.793480000000001,10.8649,10.2966,6.75311,3.5605599999999997,2.17236
chr2:58311533-58311534,42.7842,4.8354,2.4705,5.26087,10.5062,9.7795,6.76708,3.97205,2.38975
chr2:58326235-58326236,83.2469,3.45497,2.88043,34.3944,13.6584,46.0575,16.646,20.4922,23.5963
chr2:58326243-58326244,88.986,3.36801,2.86801,35.2143,13.8447,47.2376,16.882,21.2624,23.8075
chr2:58326246-58326247,91.1382,3.3354,2.86335,35.5217,13.9146,47.6801,16.9705,21.5512,23.8866
chr2:58326247-58326248,91.8556,3.32453,2.8618,35.6242,13.9379,47.8276,17.0,21.6475,23.913
chr2:58326248-58326249,92.573,3.31366,2.86025,35.7267,13.9612,47.9752,17.0295,21.7438,23.9394
chr2:58326384-58326385,130.312,2.5,2.93478,36.3742,15.7935,48.9457,15.722000000000001,29.2966,22.1755
chr2:58326386-58326387,129.374,2.5,2.94099,36.1475,15.7935,48.632,15.6289,29.2407,22.0761
chr2:58326395-58326396,125.154,2.5,2.9689400000000004,35.1273,15.7935,47.2205,15.2096,28.9891,21.6289
chr2:58349799-58349800,147.238,5.65373,2.54969,43.1351,18.8323,54.3665,29.6025,31.0435,32.1941
chr2:58349909-58349910,213.65200000000002,7.704969999999999,3.4689400000000004,47.3851,21.9394,71.2034,38.5202,37.6724,35.7329
chr2:58349911-58349912,213.62400000000002,7.74534,3.45963,47.2733,21.9829,71.2655,38.6258,37.6537,35.7019
chr2:58349913-58349914,213.59599999999998,7.785710000000001,3.45031,47.1615,22.0264,71.3276,38.7314,37.6351,35.6708
chr2:58349917-58349918,213.54,7.866460000000001,3.4316800000000005,46.9379,22.1134,71.4519,38.9425,37.5978,35.6087
chr2:58349918-58349919,213.52599999999998,7.88665,3.4270199999999997,46.882,22.1351,71.4829,38.9953,37.5885,35.5932
chr2:58349923-58349924,211.72400000000002,7.956519999999999,3.38509,46.4161,22.2127,71.3214,39.1289,37.3866,35.4286
chr2:58349930-58349931,208.593,8.04348,3.3198800000000004,45.6988,22.3106,70.9845,39.2702,37.0497,35.1677
chr2:58385024-58385025,37.4441,2.72516,0.976708,10.3773,13.3944,4.50776,8.322980000000001,5.51863,4.06988
chr2:58385025-58385026,37.9845,2.74068,0.9875780000000001,10.4317,13.3991,4.541930000000001,8.36801,5.53261,4.06832
chr2:58385032-58385033,41.7174,2.84006,1.06988,10.7997,13.4224,4.78106,8.65528,5.6304300000000005,4.05124
chr2:58385056-58385057,54.0901,3.10093,1.4052799999999999,11.955,13.4224,5.60093,9.40062,5.96584,3.9394400000000003
chr2:58385078-58385079,66.0326,3.32609,1.7267099999999997,13.0839,13.2826,6.47826,10.0,6.30124,3.80901
chr2:58385079-58385080,66.6149,3.3354,1.7422400000000002,13.1398,13.2671,6.5264,10.0217,6.31832,3.80124
chr2:58385174-58385175,95.3882,3.4844699999999995,2.66615,16.4161,10.7748,9.990680000000001,9.29037,6.93323,3.42391
chr2:58464935-58464936,102.054,4.43944,4.32764,13.604000000000001,8.71273,8.36957,9.01553,8.38509,4.0869599999999995
chr2:58465090-58465091,398.14,6.65839,6.65217,19.0248,11.5,11.868,5.56056,9.50155,8.29814
chr2:58465148-58465149,388.49199999999996,5.32453,6.038819999999999,18.2438,11.8276,9.757760000000001,5.34006,9.5528,8.4177
chr2:58465152-58465153,383.728,5.206519999999999,5.9705,18.1134,11.8276,9.56522,5.35248,9.52795,8.37422
chr2:58465177-58465178,347.10900000000004,4.4441,5.50621,17.1615,11.7904,8.28727,5.44255,9.28571,8.003110000000001
chr2:58465178-58465179,345.06199999999995,4.411490000000001,5.48447,17.1118,11.7857,8.22981,5.4472,9.26863,7.9798100000000005
chr2:58465181-58465182,338.75800000000004,4.32143,5.42236,16.9596,11.7686,8.06832,5.461180000000001,9.21429,7.90528
chr2:58675323-58675324,104.585,27.2624,0.756211,5.08385,13.1382,1.93944,10.7081,7.440989999999999,3.01087
chr2:58675376-58675377,122.559,28.2547,0.9099379999999999,4.26087,13.2376,1.9891299999999998,10.1708,6.84317,2.86801
chr2:58675377-58675378,122.694,28.2562,0.913043,4.245340000000001,13.2345,1.98758,10.1522,6.82453,2.86025
chr2:58675381-58675382,122.961,28.2376,0.9239129999999999,4.18944,13.2174,1.98292,10.0776,6.75,2.82764
chr2:58675384-58675385,122.54700000000001,28.1677,0.9285709999999999,4.161490000000001,13.1941,1.98292,10.0217,6.6941,2.79969
chr2:58788606-58788607,87.323,3.40217,0.0,11.6118,5.2965800000000005,38.8944,5.91925,11.7562,17.9177
chr2:58788616-58788617,88.0062,3.27795,0.0,11.3323,5.46739,38.0714,5.84161,11.5388,17.7624
chr2:58798544-58798545,215.92700000000002,51.5606,4.67702,7.07453,10.3245,2.30124,6.66925,9.574530000000001,4.1288800000000005
chr2:58798545-58798546,215.997,51.6755,4.67547,7.09161,10.3571,2.28882,6.6863399999999995,9.59783,4.1195699999999995
chr2:58798546-58798547,216.067,51.7904,4.67391,7.1087,10.3898,2.2764,6.7034199999999995,9.62112,4.11025
chr2:58798547-58798548,216.137,51.9053,4.67236,7.125780000000001,10.4224,2.26398,6.7205,9.64441,4.10093
chr2:58798598-58798599,198.051,54.7578,4.211180000000001,7.51398,12.0916,1.67547,7.3788800000000005,10.7376,3.5465800000000005
chr2:58798603-58798604,194.076,54.6724,4.125780000000001,7.49845,12.2469,1.6211200000000001,7.40994,10.823,3.4922400000000002
chr2:58798604-58798605,193.28099999999998,54.6553,4.1087,7.49534,12.277999999999999,1.61025,7.41615,10.8401,3.4813699999999996
chr2:58916157-58916158,663.832,11.1273,3.28727,43.0264,21.2127,131.34,23.1522,63.5637,68.1304
chr2:58916182-58916183,714.596,11.440999999999999,3.24689,42.8525,21.6009,129.826,23.7593,63.8059,68.7469
chr2:58916231-58916232,689.03,11.9146,3.26398,38.6724,21.0823,116.73299999999999,23.2578,57.4084,63.3183
chr2:58958033-58958034,22.8043,2.5077599999999998,1.13665,6.73758,7.875780000000001,2.7282599999999997,5.8913,4.17391,2.25466
chr2:58958035-58958036,23.0342,2.49534,1.1770200000000002,6.74068,7.885089999999999,2.72516,5.875780000000001,4.19255,2.2577599999999998
chr2:58958037-58958038,23.264,2.48292,1.21739,6.74379,7.894410000000001,2.72205,5.86025,4.211180000000001,2.26087
chr2:58958044-58958045,24.0683,2.4394400000000003,1.3587,6.75466,7.92702,2.71118,5.8059,4.2764,2.2717400000000003
chr2:58958045-58958046,24.1832,2.43323,1.3788799999999999,6.75621,7.93168,2.7096299999999998,5.79814,4.28571,2.2732900000000003
chr2:58958059-58958060,25.7919,2.34627,1.6614900000000001,6.77795,7.99689,2.6878900000000003,5.68944,4.41615,2.29503
chr2:58958128-58958129,26.6196,1.79814,2.9083900000000003,6.3587,8.327639999999999,2.58075,4.80435,4.56522,2.29503
chr2:58958132-58958133,26.2407,1.7608700000000002,2.95497,6.31522,8.33385,2.5745299999999998,4.754659999999999,4.53106,2.3105599999999997
chr2:58958137-58958138,25.6739,1.72205,2.99379,6.26087,8.34938,2.56677,4.70031,4.47671,2.33385
chr2:58958138-58958139,25.5606,1.71429,3.00155,6.25,8.35248,2.56522,4.68944,4.46584,2.33851
chr2:58958150-58958151,24.2003,1.6211200000000001,3.09472,6.1195699999999995,8.38975,2.54658,4.55901,4.3354,2.3944099999999997
chr2:58958151-58958152,24.087,1.61335,3.10248,6.1087,8.39286,2.54503,4.54814,4.32453,2.39907
chr2:58958152-58958153,23.9736,1.60559,3.11025,6.09783,8.39596,2.5434799999999997,4.5372699999999995,4.31366,2.40373
chr2:58958153-58958154,23.8602,1.5978299999999999,3.11801,6.0869599999999995,8.39907,2.54193,4.5264,4.3028,2.4083900000000003
