0,594de8aa9916-1440317_H3K27ac_H2_D3.all,2554e780890f-Hudep2_ATAC,386b0c66251a-1686607_H2_ABEmax_RNAseq.all,2d9f1defe4bb-Hudep2_D3_merged_CTCF.all,a0f43898fc2d-Hudep2_BCL11A,c79328695482-1440315_H3K27me3_H2_D3.all,e53295538398-Hudep2_D0_GATA1.all,7b6873b68cb9-HUDEP2_LRF_CHIP,deaf983df0e4-1788283_H2_ABEmax.all,1c89a6d12c06-Hudep2_D3_merged_GATA1.all,673b219e61ad-Hudep2_D3_merged_KLF1.all,fc063a463470-1440311_H3K9me3_H2_D3.all,a3d47fe12b92-Hudep2_D3_merged_LDB1.all,04df099ccd9f-1440307_H3K4me1_H2_D3.all,da6f2ed3d4b1-Hudep2_D3_merged_TAL1.all,6b60ef98ce9a-1440313_H3K9ac_H2_D3.all,671a7a45c611-1440319_H3K36me3_H2_D3.all,82e095a3625f-1440309_H3K4me3_H2_D3.all,#HiChIP_degree
chr19:13057351-13057352,54.5,117.341,58.4773,16.7045,6.54545,2.43182,21.1591,66.5227,65.9091,14.4545,44.6818,3.52273,27.5909,4.38636,18.6591,23.8409,10.7045,121.977,77.0
chr19:13057353-13057354,53.5,112.795,58.1136,16.4773,6.27273,2.34091,21.2045,65.3864,65.9545,14.2273,44.0909,3.38636,27.5455,4.56818,18.7045,23.7955,10.9773,120.614,77.0
chr19:13057354-13057355,53.0,110.523,57.9318,16.3636,6.13636,2.29545,21.2273,64.8182,65.9773,14.1136,43.7955,3.3181800000000004,27.5227,4.65909,18.7273,23.7727,11.1136,119.932,77.0
chr19:13057355-13057356,52.5,108.25,57.75,16.25,6.0,2.25,21.25,64.25,66.0,14.0,43.5,3.25,27.5,4.75,18.75,23.75,11.25,119.25,77.0
chr19:13057356-13057357,52.5,108.25,57.75,16.25,6.0,2.25,21.25,64.25,66.0,14.0,43.5,3.25,27.5,4.75,18.75,23.75,11.25,119.25,77.0
chr19:13058793-13058794,49.25,867.75,1149.25,22.5,40.75,3.25,86.5,96.75,1232.25,209.0,186.75,0.5,55.0,15.25,89.0,23.5,12.75,58.0,77.0
chr19:13058794-13058795,49.25,867.75,1149.25,22.5,40.75,3.25,86.5,96.75,1232.25,209.0,186.75,0.5,55.0,15.25,89.0,23.5,12.75,58.0,77.0
chr19:13058796-13058797,49.1136,949.932,1099.84,23.1818,43.7045,3.02273,90.6818,98.5227,1180.61,217.0,198.341,0.772727,58.5,15.0682,90.8182,23.0909,12.9773,58.4545,77.0
chr19:13058797-13058798,49.0455,991.023,1075.14,23.5227,45.1818,2.90909,92.7727,99.4091,1154.8,221.0,204.136,0.909091,60.25,14.9773,91.7273,22.8864,13.0909,58.6818,77.0
chr19:13058811-13058812,48.5,1319.75,877.5,26.25,57.0,2.0,109.5,106.5,948.25,253.0,250.5,2.0,74.25,14.25,99.0,21.25,14.0,60.5,77.0
chr19:13058817-13058818,48.5,1319.75,877.5,26.25,57.0,2.0,109.5,106.5,948.25,253.0,250.5,2.0,74.25,14.25,99.0,21.25,14.0,60.5,77.0
chr19:13058820-13058821,48.5,1319.75,877.5,26.25,57.0,2.0,109.5,106.5,948.25,253.0,250.5,2.0,74.25,14.25,99.0,21.25,14.0,60.5,77.0
chr19:13058821-13058822,48.5,1319.75,877.5,26.25,57.0,2.0,109.5,106.5,948.25,253.0,250.5,2.0,74.25,14.25,99.0,21.25,14.0,60.5,77.0
chr19:13058828-13058829,48.5,1319.75,877.5,26.25,57.0,2.0,109.5,106.5,948.25,253.0,250.5,2.0,74.25,14.25,99.0,21.25,14.0,60.5,77.0
chr19:13058830-13058831,48.5,1319.75,877.5,26.25,57.0,2.0,109.5,106.5,948.25,253.0,250.5,2.0,74.25,14.25,99.0,21.25,14.0,60.5,77.0
chr19:13058833-13058834,48.5,1319.75,877.5,26.25,57.0,2.0,109.5,106.5,948.25,253.0,250.5,2.0,74.25,14.25,99.0,21.25,14.0,60.5,77.0
chr19:13058835-13058836,48.5,1319.75,877.5,26.25,57.0,2.0,109.5,106.5,948.25,253.0,250.5,2.0,74.25,14.25,99.0,21.25,14.0,60.5,77.0
chr19:13058838-13058839,48.5,1319.75,877.5,26.25,57.0,2.0,109.5,106.5,948.25,253.0,250.5,2.0,74.25,14.25,99.0,21.25,14.0,60.5,77.0
chr19:13058846-13058847,48.6818,1407.52,825.318,26.7045,59.9091,2.04545,112.455,107.091,895.795,260.591,259.636,2.18182,77.5682,14.2955,100.591,21.0227,13.9545,60.4091,77.0
chr19:13058857-13058858,49.5,1802.5,590.5,28.75,73.0,2.25,125.75,109.75,659.75,294.75,300.75,3.0,92.5,14.5,107.75,20.0,13.75,60.0,77.0
chr19:13058860-13058861,49.5,1802.5,590.5,28.75,73.0,2.25,125.75,109.75,659.75,294.75,300.75,3.0,92.5,14.5,107.75,20.0,13.75,60.0,77.0
chr19:13058875-13058876,49.5,1802.5,590.5,28.75,73.0,2.25,125.75,109.75,659.75,294.75,300.75,3.0,92.5,14.5,107.75,20.0,13.75,60.0,77.0
chr19:13058876-13058877,49.5,1802.5,590.5,28.75,73.0,2.25,125.75,109.75,659.75,294.75,300.75,3.0,92.5,14.5,107.75,20.0,13.75,60.0,77.0
chr19:13058877-13058878,49.5,1802.5,590.5,28.75,73.0,2.25,125.75,109.75,659.75,294.75,300.75,3.0,92.5,14.5,107.75,20.0,13.75,60.0,77.0
chr19:13058879-13058880,49.5,1802.5,590.5,28.75,73.0,2.25,125.75,109.75,659.75,294.75,300.75,3.0,92.5,14.5,107.75,20.0,13.75,60.0,77.0
chr19:13058892-13058893,49.5,1802.5,590.5,28.75,73.0,2.25,125.75,109.75,659.75,294.75,300.75,3.0,92.5,14.5,107.75,20.0,13.75,60.0,77.0
chr19:13058895-13058896,50.0,1822.11,585.545,28.7727,72.9773,2.34091,126.205,109.659,655.545,296.136,302.5,3.02273,93.3409,14.5455,108.091,20.1591,13.6818,60.1591,77.0
chr19:13058897-13058898,51.0,1861.34,575.636,28.8182,72.9318,2.52273,127.114,109.477,647.136,298.909,306.0,3.06818,95.0227,14.6364,108.773,20.4773,13.5455,60.4773,77.0
chr19:13058899-13058900,52.0,1900.57,565.727,28.8636,72.8864,2.70455,128.023,109.295,638.727,301.682,309.5,3.11364,96.7045,14.7273,109.455,20.7955,13.4091,60.7955,77.0
chr19:13058900-13058901,52.5,1920.18,560.773,28.8864,72.8636,2.79545,128.477,109.205,634.523,303.068,311.25,3.13636,97.5455,14.7727,109.795,20.9545,13.3409,60.9545,77.0
chr19:13058901-13058902,53.0,1939.8,555.818,28.9091,72.8409,2.88636,128.93200000000002,109.114,630.318,304.455,313.0,3.15909,98.3864,14.8182,110.136,21.1136,13.2727,61.1136,77.0
chr19:13058902-13058903,53.5,1959.41,550.864,28.9318,72.8182,2.97727,129.386,109.023,626.114,305.841,314.75,3.18182,99.2273,14.8636,110.477,21.2727,13.2045,61.2727,77.0
chr19:13058905-13058906,55.0,2018.25,536.0,29.0,72.75,3.25,130.75,108.75,613.5,310.0,320.0,3.25,101.75,15.0,111.5,21.75,13.0,61.75,77.0
chr19:13058907-13058908,55.0,2018.25,536.0,29.0,72.75,3.25,130.75,108.75,613.5,310.0,320.0,3.25,101.75,15.0,111.5,21.75,13.0,61.75,77.0
chr19:13058909-13058910,55.0,2018.25,536.0,29.0,72.75,3.25,130.75,108.75,613.5,310.0,320.0,3.25,101.75,15.0,111.5,21.75,13.0,61.75,77.0
chr19:13058910-13058911,55.0,2018.25,536.0,29.0,72.75,3.25,130.75,108.75,613.5,310.0,320.0,3.25,101.75,15.0,111.5,21.75,13.0,61.75,77.0
chr19:13058912-13058913,55.0,2018.25,536.0,29.0,72.75,3.25,130.75,108.75,613.5,310.0,320.0,3.25,101.75,15.0,111.5,21.75,13.0,61.75,77.0
chr19:13058923-13058924,55.0,2018.25,536.0,29.0,72.75,3.25,130.75,108.75,613.5,310.0,320.0,3.25,101.75,15.0,111.5,21.75,13.0,61.75,77.0
chr19:13058925-13058926,55.0,2018.25,536.0,29.0,72.75,3.25,130.75,108.75,613.5,310.0,320.0,3.25,101.75,15.0,111.5,21.75,13.0,61.75,77.0
chr19:13058930-13058931,55.0,2018.25,536.0,29.0,72.75,3.25,130.75,108.75,613.5,310.0,320.0,3.25,101.75,15.0,111.5,21.75,13.0,61.75,77.0
chr19:13058936-13058937,55.0,2018.25,536.0,29.0,72.75,3.25,130.75,108.75,613.5,310.0,320.0,3.25,101.75,15.0,111.5,21.75,13.0,61.75,77.0
chr19:13058937-13058938,55.0,2018.25,536.0,29.0,72.75,3.25,130.75,108.75,613.5,310.0,320.0,3.25,101.75,15.0,111.5,21.75,13.0,61.75,77.0
chr19:13058939-13058940,55.0,2018.25,536.0,29.0,72.75,3.25,130.75,108.75,613.5,310.0,320.0,3.25,101.75,15.0,111.5,21.75,13.0,61.75,77.0
chr19:13058940-13058941,55.0,2018.25,536.0,29.0,72.75,3.25,130.75,108.75,613.5,310.0,320.0,3.25,101.75,15.0,111.5,21.75,13.0,61.75,77.0
chr19:13058973-13058974,61.75,1903.25,675.25,30.0,59.0,4.5,116.25,110.0,758.75,297.75,297.5,3.25,94.75,16.25,111.25,23.0,15.0,63.5,77.0
chr19:13058974-13058975,61.75,1903.25,675.25,30.0,59.0,4.5,116.25,110.0,758.75,297.75,297.5,3.25,94.75,16.25,111.25,23.0,15.0,63.5,77.0
chr19:13058975-13058976,61.75,1903.25,675.25,30.0,59.0,4.5,116.25,110.0,758.75,297.75,297.5,3.25,94.75,16.25,111.25,23.0,15.0,63.5,77.0
chr19:13058976-13058977,61.75,1903.25,675.25,30.0,59.0,4.5,116.25,110.0,758.75,297.75,297.5,3.25,94.75,16.25,111.25,23.0,15.0,63.5,77.0
chr19:13058978-13058979,61.75,1903.25,675.25,30.0,59.0,4.5,116.25,110.0,758.75,297.75,297.5,3.25,94.75,16.25,111.25,23.0,15.0,63.5,77.0
chr19:13058979-13058980,61.75,1903.25,675.25,30.0,59.0,4.5,116.25,110.0,758.75,297.75,297.5,3.25,94.75,16.25,111.25,23.0,15.0,63.5,77.0
chr19:13058982-13058983,61.75,1903.25,675.25,30.0,59.0,4.5,116.25,110.0,758.75,297.75,297.5,3.25,94.75,16.25,111.25,23.0,15.0,63.5,77.0
chr19:13058984-13058985,61.75,1903.25,675.25,30.0,59.0,4.5,116.25,110.0,758.75,297.75,297.5,3.25,94.75,16.25,111.25,23.0,15.0,63.5,77.0
chr19:13058985-13058986,61.75,1903.25,675.25,30.0,59.0,4.5,116.25,110.0,758.75,297.75,297.5,3.25,94.75,16.25,111.25,23.0,15.0,63.5,77.0
chr19:13067004-13067005,15.8864,189.023,30.5682,16.6364,9.36364,2.02273,21.3864,30.4318,37.6136,24.5455,12.6818,2.0,14.0682,9.15909,10.4545,5.5,5.25,30.75,34.0
chr19:13067007-13067008,16.0,192.75,30.5,16.75,9.5,2.0,21.5,30.5,37.5,24.75,12.75,2.0,14.25,9.0,10.5,5.5,5.25,31.0,34.0
chr19:13067009-13067010,16.0,192.75,30.5,16.75,9.5,2.0,21.5,30.5,37.5,24.75,12.75,2.0,14.25,9.0,10.5,5.5,5.25,31.0,34.0
chr19:13067014-13067015,16.0,192.75,30.5,16.75,9.5,2.0,21.5,30.5,37.5,24.75,12.75,2.0,14.25,9.0,10.5,5.5,5.25,31.0,34.0
chr19:13067016-13067017,16.0,192.75,30.5,16.75,9.5,2.0,21.5,30.5,37.5,24.75,12.75,2.0,14.25,9.0,10.5,5.5,5.25,31.0,34.0
chr19:13067022-13067023,16.0,192.75,30.5,16.75,9.5,2.0,21.5,30.5,37.5,24.75,12.75,2.0,14.25,9.0,10.5,5.5,5.25,31.0,34.0
chr19:13067023-13067024,16.0,192.75,30.5,16.75,9.5,2.0,21.5,30.5,37.5,24.75,12.75,2.0,14.25,9.0,10.5,5.5,5.25,31.0,34.0
chr19:13067029-13067030,16.0,192.75,30.5,16.75,9.5,2.0,21.5,30.5,37.5,24.75,12.75,2.0,14.25,9.0,10.5,5.5,5.25,31.0,34.0
chr19:13067031-13067032,16.0,192.75,30.5,16.75,9.5,2.0,21.5,30.5,37.5,24.75,12.75,2.0,14.25,9.0,10.5,5.5,5.25,31.0,34.0
chr19:13067033-13067034,16.0,192.75,30.5,16.75,9.5,2.0,21.5,30.5,37.5,24.75,12.75,2.0,14.25,9.0,10.5,5.5,5.25,31.0,34.0
chr19:13067034-13067035,16.0,192.75,30.5,16.75,9.5,2.0,21.5,30.5,37.5,24.75,12.75,2.0,14.25,9.0,10.5,5.5,5.25,31.0,34.0
chr19:13067038-13067039,16.0,192.75,30.5,16.75,9.5,2.0,21.5,30.5,37.5,24.75,12.75,2.0,14.25,9.0,10.5,5.5,5.25,31.0,34.0
chr19:13067040-13067041,16.0,192.75,30.5,16.75,9.5,2.0,21.5,30.5,37.5,24.75,12.75,2.0,14.25,9.0,10.5,5.5,5.25,31.0,34.0
chr19:13067047-13067048,16.4091,195.0,29.9545,16.8864,9.22727,1.79545,21.6364,31.3182,36.3409,24.8182,13.0227,2.0,14.6591,8.79545,10.8409,5.63636,5.31818,31.4091,34.0
chr19:13067052-13067053,17.0909,198.75,29.0455,17.1136,8.772730000000001,1.45455,21.8636,32.6818,34.4091,24.9318,13.4773,2.0,15.3409,8.45455,11.4091,5.86364,5.43182,32.0909,34.0
chr19:13067053-13067054,17.2273,199.5,28.8636,17.1591,8.68182,1.38636,21.9091,32.9545,34.0227,24.9545,13.5682,2.0,15.4773,8.38636,11.5227,5.90909,5.45455,32.2273,34.0
chr19:13067055-13067056,17.5,201.0,28.5,17.25,8.5,1.25,22.0,33.5,33.25,25.0,13.75,2.0,15.75,8.25,11.75,6.0,5.5,32.5,34.0
chr19:13067057-13067058,17.5,201.0,28.5,17.25,8.5,1.25,22.0,33.5,33.25,25.0,13.75,2.0,15.75,8.25,11.75,6.0,5.5,32.5,34.0
chr19:13067058-13067059,17.5,201.0,28.5,17.25,8.5,1.25,22.0,33.5,33.25,25.0,13.75,2.0,15.75,8.25,11.75,6.0,5.5,32.5,34.0
chr19:13067059-13067060,17.5,201.0,28.5,17.25,8.5,1.25,22.0,33.5,33.25,25.0,13.75,2.0,15.75,8.25,11.75,6.0,5.5,32.5,34.0
chr19:13067060-13067061,17.5,201.0,28.5,17.25,8.5,1.25,22.0,33.5,33.25,25.0,13.75,2.0,15.75,8.25,11.75,6.0,5.5,32.5,34.0
chr19:13067061-13067062,17.5,201.0,28.5,17.25,8.5,1.25,22.0,33.5,33.25,25.0,13.75,2.0,15.75,8.25,11.75,6.0,5.5,32.5,34.0
chr19:13067062-13067063,17.5,201.0,28.5,17.25,8.5,1.25,22.0,33.5,33.25,25.0,13.75,2.0,15.75,8.25,11.75,6.0,5.5,32.5,34.0
chr19:13067063-13067064,17.5,201.0,28.5,17.25,8.5,1.25,22.0,33.5,33.25,25.0,13.75,2.0,15.75,8.25,11.75,6.0,5.5,32.5,34.0
chr19:13067070-13067071,17.5,201.0,28.5,17.25,8.5,1.25,22.0,33.5,33.25,25.0,13.75,2.0,15.75,8.25,11.75,6.0,5.5,32.5,34.0
chr19:13067071-13067072,17.5,201.0,28.5,17.25,8.5,1.25,22.0,33.5,33.25,25.0,13.75,2.0,15.75,8.25,11.75,6.0,5.5,32.5,34.0
chr19:13067072-13067073,17.5,201.0,28.5,17.25,8.5,1.25,22.0,33.5,33.25,25.0,13.75,2.0,15.75,8.25,11.75,6.0,5.5,32.5,34.0
chr19:13067080-13067081,17.5,201.0,28.5,17.25,8.5,1.25,22.0,33.5,33.25,25.0,13.75,2.0,15.75,8.25,11.75,6.0,5.5,32.5,34.0
chr19:13067084-13067085,17.5,201.0,28.5,17.25,8.5,1.25,22.0,33.5,33.25,25.0,13.75,2.0,15.75,8.25,11.75,6.0,5.5,32.5,34.0
chr19:13067090-13067091,17.5,201.0,28.5,17.25,8.5,1.25,22.0,33.5,33.25,25.0,13.75,2.0,15.75,8.25,11.75,6.0,5.5,32.5,34.0
chr19:13067094-13067095,17.5,201.0,28.5,17.25,8.5,1.25,22.0,33.5,33.25,25.0,13.75,2.0,15.75,8.25,11.75,6.0,5.5,32.5,34.0
chr19:13067095-13067096,17.4091,199.273,28.3636,17.2955,8.31818,1.18182,21.9318,33.9091,32.8182,24.8182,13.9545,2.02273,16.0,8.022730000000001,11.8182,6.13636,5.63636,32.6136,34.0
chr19:13067096-13067097,17.3182,197.545,28.2273,17.3409,8.13636,1.11364,21.8636,34.3182,32.3864,24.6364,14.1591,2.04545,16.25,7.79545,11.8864,6.27273,5.77273,32.7273,34.0
chr19:13067097-13067098,17.2273,195.818,28.0909,17.3864,7.95455,1.04545,21.7955,34.7273,31.9545,24.4545,14.3636,2.06818,16.5,7.56818,11.9545,6.40909,5.90909,32.8409,34.0
chr19:13067098-13067099,17.1364,194.091,27.9545,17.4318,7.77273,0.977273,21.7273,35.1364,31.5227,24.2727,14.5682,2.09091,16.75,7.340910000000001,12.0227,6.54545,6.04545,32.9545,34.0
chr19:13067099-13067100,17.0455,192.364,27.8182,17.4773,7.590910000000001,0.909091,21.6591,35.5455,31.0909,24.0909,14.7727,2.11364,17.0,7.113639999999998,12.0909,6.68182,6.18182,33.0682,34.0
chr19:13067101-13067102,16.8636,188.909,27.5455,17.5682,7.22727,0.772727,21.5227,36.3636,30.2273,23.7273,15.1818,2.15909,17.5,6.659089999999999,12.2273,6.95455,6.45455,33.2955,34.0
chr19:13067106-13067107,16.5,182.0,27.0,17.75,6.5,0.5,21.25,38.0,28.5,23.0,16.0,2.25,18.5,5.75,12.5,7.5,7.0,33.75,34.0
chr19:13067107-13067108,16.5,182.0,27.0,17.75,6.5,0.5,21.25,38.0,28.5,23.0,16.0,2.25,18.5,5.75,12.5,7.5,7.0,33.75,34.0
chr19:13076272-13076273,71.25,722.25,1.75,401.5,8.0,4.5,22.25,141.0,1.25,37.0,80.0,2.25,34.75,8.75,34.5,25.0,3.0,133.25,40.0
chr19:13076276-13076277,71.25,722.25,1.75,401.5,8.0,4.5,22.25,141.0,1.25,37.0,80.0,2.25,34.75,8.75,34.5,25.0,3.0,133.25,40.0
chr19:13076277-13076278,71.25,722.25,1.75,401.5,8.0,4.5,22.25,141.0,1.25,37.0,80.0,2.25,34.75,8.75,34.5,25.0,3.0,133.25,40.0
chr19:13076282-13076283,71.25,722.25,1.75,401.5,8.0,4.5,22.25,141.0,1.25,37.0,80.0,2.25,34.75,8.75,34.5,25.0,3.0,133.25,40.0
chr19:13076284-13076285,71.25,722.25,1.75,401.5,8.0,4.5,22.25,141.0,1.25,37.0,80.0,2.25,34.75,8.75,34.5,25.0,3.0,133.25,40.0
chr19:13076288-13076289,71.25,722.25,1.75,401.5,8.0,4.5,22.25,141.0,1.25,37.0,80.0,2.25,34.75,8.75,34.5,25.0,3.0,133.25,40.0
chr19:13076295-13076296,71.6591,735.068,1.79545,406.136,7.886360000000002,4.52273,22.4091,142.18200000000004,1.22727,37.8182,80.5,2.22727,35.0455,9.0,34.6818,24.9091,3.06818,133.545,40.0
chr19:13076297-13076298,72.4773,760.705,1.88636,415.409,7.659089999999999,4.56818,22.7273,144.545,1.18182,39.4545,81.5,2.18182,35.6364,9.5,35.0455,24.7273,3.20455,134.136,40.0
chr19:13076300-13076301,73.7045,799.159,2.02273,429.318,7.31818,4.63636,23.2045,148.091,1.11364,41.9091,83.0,2.11364,36.5227,10.25,35.5909,24.4545,3.40909,135.023,40.0
chr19:13076316-13076317,75.75,863.25,2.25,452.5,6.75,4.75,24.0,154.0,1.0,46.0,85.5,2.0,38.0,11.5,36.5,24.0,3.75,136.5,40.0
chr19:13076320-13076321,75.75,863.25,2.25,452.5,6.75,4.75,24.0,154.0,1.0,46.0,85.5,2.0,38.0,11.5,36.5,24.0,3.75,136.5,40.0
chr19:13076327-13076328,75.75,863.25,2.25,452.5,6.75,4.75,24.0,154.0,1.0,46.0,85.5,2.0,38.0,11.5,36.5,24.0,3.75,136.5,40.0
chr19:13076355-13076356,71.5,818.0,2.5,448.25,4.25,5.0,22.5,161.75,1.0,50.25,81.5,3.25,38.0,12.5,35.0,24.75,4.25,124.75,40.0
chr19:13076356-13076357,71.5,818.0,2.5,448.25,4.25,5.0,22.5,161.75,1.0,50.25,81.5,3.25,38.0,12.5,35.0,24.75,4.25,124.75,40.0
chr19:13076360-13076361,71.5,818.0,2.5,448.25,4.25,5.0,22.5,161.75,1.0,50.25,81.5,3.25,38.0,12.5,35.0,24.75,4.25,124.75,40.0
chr19:13076362-13076363,71.5,818.0,2.5,448.25,4.25,5.0,22.5,161.75,1.0,50.25,81.5,3.25,38.0,12.5,35.0,24.75,4.25,124.75,40.0
chr19:13076366-13076367,71.5,818.0,2.5,448.25,4.25,5.0,22.5,161.75,1.0,50.25,81.5,3.25,38.0,12.5,35.0,24.75,4.25,124.75,40.0
chr19:13076369-13076370,71.5,818.0,2.5,448.25,4.25,5.0,22.5,161.75,1.0,50.25,81.5,3.25,38.0,12.5,35.0,24.75,4.25,124.75,40.0
chr19:13076373-13076374,71.5,818.0,2.5,448.25,4.25,5.0,22.5,161.75,1.0,50.25,81.5,3.25,38.0,12.5,35.0,24.75,4.25,124.75,40.0
chr19:13076376-13076377,71.5,818.0,2.5,448.25,4.25,5.0,22.5,161.75,1.0,50.25,81.5,3.25,38.0,12.5,35.0,24.75,4.25,124.75,40.0
chr19:13076381-13076382,71.5,818.0,2.5,448.25,4.25,5.0,22.5,161.75,1.0,50.25,81.5,3.25,38.0,12.5,35.0,24.75,4.25,124.75,40.0
chr19:13076391-13076392,71.5,818.0,2.5,448.25,4.25,5.0,22.5,161.75,1.0,50.25,81.5,3.25,38.0,12.5,35.0,24.75,4.25,124.75,40.0
chr19:13076392-13076393,71.5,818.0,2.5,448.25,4.25,5.0,22.5,161.75,1.0,50.25,81.5,3.25,38.0,12.5,35.0,24.75,4.25,124.75,40.0
chr19:13076393-13076394,71.5,818.0,2.5,448.25,4.25,5.0,22.5,161.75,1.0,50.25,81.5,3.25,38.0,12.5,35.0,24.75,4.25,124.75,40.0
chr19:13076520-13076521,51.0,461.5,2.0,240.75,4.5,4.25,13.0,117.0,12.75,41.75,52.25,6.25,29.75,8.0,32.5,24.5,3.25,67.25,40.0
chr19:13076522-13076523,51.0,461.5,2.0,240.75,4.5,4.25,13.0,117.0,12.75,41.75,52.25,6.25,29.75,8.0,32.5,24.5,3.25,67.25,40.0
chr19:13076528-13076529,51.0,461.5,2.0,240.75,4.5,4.25,13.0,117.0,12.75,41.75,52.25,6.25,29.75,8.0,32.5,24.5,3.25,67.25,40.0
chr19:13076536-13076537,51.0,461.5,2.0,240.75,4.5,4.25,13.0,117.0,12.75,41.75,52.25,6.25,29.75,8.0,32.5,24.5,3.25,67.25,40.0
chr19:13076539-13076540,51.0,461.5,2.0,240.75,4.5,4.25,13.0,117.0,12.75,41.75,52.25,6.25,29.75,8.0,32.5,24.5,3.25,67.25,40.0
chr19:13076540-13076541,51.0,461.5,2.0,240.75,4.5,4.25,13.0,117.0,12.75,41.75,52.25,6.25,29.75,8.0,32.5,24.5,3.25,67.25,40.0
chr19:13076542-13076543,51.0,461.5,2.0,240.75,4.5,4.25,13.0,117.0,12.75,41.75,52.25,6.25,29.75,8.0,32.5,24.5,3.25,67.25,40.0
chr19:13076548-13076549,50.0,454.5,2.18182,224.568,4.77273,4.34091,13.2727,114.364,12.9318,41.3864,50.25,5.52273,29.4773,8.18182,33.6818,24.5,3.25,64.7045,40.0
chr19:13076574-13076575,48.25,442.25,2.5,196.25,5.25,4.5,13.75,109.75,13.25,40.75,46.75,4.25,29.0,8.5,35.75,24.5,3.25,60.25,40.0
chr19:13076576-13076577,48.25,442.25,2.5,196.25,5.25,4.5,13.75,109.75,13.25,40.75,46.75,4.25,29.0,8.5,35.75,24.5,3.25,60.25,40.0
chr19:13076577-13076578,48.25,442.25,2.5,196.25,5.25,4.5,13.75,109.75,13.25,40.75,46.75,4.25,29.0,8.5,35.75,24.5,3.25,60.25,40.0
chr19:13076581-13076582,48.25,442.25,2.5,196.25,5.25,4.5,13.75,109.75,13.25,40.75,46.75,4.25,29.0,8.5,35.75,24.5,3.25,60.25,40.0
chr19:13076587-13076588,48.25,442.25,2.5,196.25,5.25,4.5,13.75,109.75,13.25,40.75,46.75,4.25,29.0,8.5,35.75,24.5,3.25,60.25,40.0
chr19:13076590-13076591,48.25,442.25,2.5,196.25,5.25,4.5,13.75,109.75,13.25,40.75,46.75,4.25,29.0,8.5,35.75,24.5,3.25,60.25,40.0
chr19:13076597-13076598,47.2273,421.386,2.63636,186.5,5.52273,4.43182,14.2955,108.114,12.3636,40.0682,45.7273,3.5681800000000004,28.6591,8.840910000000003,35.3409,25.0455,3.25,57.9318,40.0
chr19:13076599-13076600,46.5455,407.477,2.72727,180.0,5.70455,4.38636,14.6591,107.023,11.7727,39.6136,45.0455,3.11364,28.4318,9.06818,35.0682,25.4091,3.25,56.3864,40.0
chr19:13076604-13076605,44.8409,372.705,2.95455,163.75,6.15909,4.27273,15.5682,104.295,10.2955,38.4773,43.3409,1.97727,27.8636,9.63636,34.3864,26.3182,3.25,52.5227,40.0
chr19:13076606-13076607,44.5,365.75,3.0,160.5,6.25,4.25,15.75,103.75,10.0,38.25,43.0,1.75,27.75,9.75,34.25,26.5,3.25,51.75,40.0
chr19:13076608-13076609,44.5,365.75,3.0,160.5,6.25,4.25,15.75,103.75,10.0,38.25,43.0,1.75,27.75,9.75,34.25,26.5,3.25,51.75,40.0
chr19:13076610-13076611,44.5,365.75,3.0,160.5,6.25,4.25,15.75,103.75,10.0,38.25,43.0,1.75,27.75,9.75,34.25,26.5,3.25,51.75,40.0
chr19:13076611-13076612,44.5,365.75,3.0,160.5,6.25,4.25,15.75,103.75,10.0,38.25,43.0,1.75,27.75,9.75,34.25,26.5,3.25,51.75,40.0
chr19:13076612-13076613,44.5,365.75,3.0,160.5,6.25,4.25,15.75,103.75,10.0,38.25,43.0,1.75,27.75,9.75,34.25,26.5,3.25,51.75,40.0
chr19:13076613-13076614,44.5,365.75,3.0,160.5,6.25,4.25,15.75,103.75,10.0,38.25,43.0,1.75,27.75,9.75,34.25,26.5,3.25,51.75,40.0
chr19:13076614-13076615,44.5,365.75,3.0,160.5,6.25,4.25,15.75,103.75,10.0,38.25,43.0,1.75,27.75,9.75,34.25,26.5,3.25,51.75,40.0
chr19:13076615-13076616,44.5,365.75,3.0,160.5,6.25,4.25,15.75,103.75,10.0,38.25,43.0,1.75,27.75,9.75,34.25,26.5,3.25,51.75,40.0
chr19:13076620-13076621,44.5,365.75,3.0,160.5,6.25,4.25,15.75,103.75,10.0,38.25,43.0,1.75,27.75,9.75,34.25,26.5,3.25,51.75,40.0
chr19:13076624-13076625,44.5,365.75,3.0,160.5,6.25,4.25,15.75,103.75,10.0,38.25,43.0,1.75,27.75,9.75,34.25,26.5,3.25,51.75,40.0
chr19:13076632-13076633,44.5,365.75,3.0,160.5,6.25,4.25,15.75,103.75,10.0,38.25,43.0,1.75,27.75,9.75,34.25,26.5,3.25,51.75,40.0
chr19:13076637-13076638,44.5,365.75,3.0,160.5,6.25,4.25,15.75,103.75,10.0,38.25,43.0,1.75,27.75,9.75,34.25,26.5,3.25,51.75,40.0
chr19:13076638-13076639,44.5,365.75,3.0,160.5,6.25,4.25,15.75,103.75,10.0,38.25,43.0,1.75,27.75,9.75,34.25,26.5,3.25,51.75,40.0
chr19:13076642-13076643,44.5,365.75,3.0,160.5,6.25,4.25,15.75,103.75,10.0,38.25,43.0,1.75,27.75,9.75,34.25,26.5,3.25,51.75,40.0
chr19:13076651-13076652,39.8864,299.409,3.0,134.727,5.77273,3.77273,16.5455,98.9773,7.29545,33.0,39.0227,1.43182,26.0,10.2273,32.0227,26.8182,3.40909,45.5455,40.0
